CreditScore,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Male,Geography_Germany,Geography_Spain
651.0,37.0,5.0,2.0,1.0,0.0,151902.78,0.0,0,0,1
704.0,41.0,9.0,2.0,1.0,1.0,79919.13,0.0,1,0,1
811.0,25.0,1.0,2.0,0.0,0.0,114935.15,0.0,0,0,0
793.0,36.0,1.0,1.0,0.0,1.0,120512.08,1.0,0,0,0
648.0,37.0,3.0,2.0,1.0,1.0,160941.78,0.0,1,0,0
579.0,50.0,1.0,1.0,1.0,0.0,57549.65,1.0,0,0,0
652.0,41.0,4.0,2.0,1.0,0.0,118059.19,1.0,1,0,0
712.0,42.0,0.0,1.0,0.0,1.0,149892.79,0.0,1,0,0
706.0,30.0,4.0,1.0,1.0,0.0,134600.94,0.0,1,1,0
592.0,49.0,4.0,2.0,1.0,0.0,54191.38,0.0,0,0,1
492.0,63.0,9.0,1.0,0.0,1.0,162599.51,1.0,1,1,0
592.0,31.0,4.0,1.0,1.0,1.0,16081.62,0.0,1,0,1
605.0,29.0,0.0,2.0,1.0,0.0,182266.01,0.0,0,0,0
577.0,40.0,1.0,1.0,1.0,1.0,27345.18,0.0,1,0,0
556.0,40.0,8.0,1.0,1.0,1.0,131736.23,1.0,1,0,0
616.0,28.0,3.0,2.0,0.0,0.0,95583.45,0.0,1,0,0
755.0,51.0,8.0,1.0,1.0,1.0,196257.67,1.0,1,1,0
633.0,22.0,4.0,2.0,0.0,0.0,59679.9,0.0,1,0,0
576.0,38.0,4.0,2.0,1.0,0.0,173940.68,0.0,0,0,0
705.0,42.0,0.0,1.0,0.0,0.0,142911.99,1.0,1,0,1
730.0,36.0,3.0,2.0,1.0,1.0,53954.24,0.0,1,0,0
722.0,34.0,5.0,2.0,1.0,1.0,94739.2,0.0,0,0,0
714.0,36.0,2.0,2.0,0.0,1.0,168035.62,0.0,1,0,0
704.0,40.0,9.0,2.0,1.0,0.0,173870.39,0.0,0,0,0
535.0,38.0,5.0,2.0,1.0,1.0,86099.23,0.0,0,0,0
754.0,34.0,3.0,1.0,1.0,1.0,134600.94,0.0,1,0,0
573.0,29.0,9.0,2.0,0.0,1.0,4491.77,0.0,0,1,0
564.0,29.0,2.0,2.0,0.0,0.0,108419.41,0.0,1,0,0
603.0,28.0,3.0,3.0,1.0,0.0,135635.75,1.0,0,0,1
757.0,30.0,7.0,2.0,1.0,1.0,1235.46,0.0,1,0,0
579.0,38.0,3.0,2.0,1.0,1.0,57589.29,0.0,0,0,0
739.0,51.0,9.0,1.0,1.0,0.0,68830.72,1.0,0,0,0
693.0,47.0,3.0,1.0,1.0,1.0,129209.09,0.0,1,0,1
628.0,29.0,1.0,1.0,0.0,1.0,73329.08,0.0,0,1,0
679.0,43.0,7.0,2.0,1.0,0.0,182633.63,1.0,1,1,0
588.0,37.0,0.0,2.0,1.0,1.0,71095.41,0.0,0,1,0
678.0,33.0,2.0,2.0,0.0,1.0,11597.69,0.0,0,0,0
832.0,33.0,0.0,2.0,1.0,0.0,173386.95,0.0,1,0,0
623.0,61.0,4.0,1.0,1.0,0.0,88869.67,1.0,1,0,0
607.0,45.0,2.0,2.0,1.0,1.0,132418.59,0.0,1,0,0
632.0,32.0,7.0,1.0,0.0,1.0,173365.89,0.0,0,0,0
597.0,31.0,2.0,2.0,1.0,0.0,149570.15,0.0,1,0,0
636.0,50.0,10.0,3.0,0.0,0.0,124749.08,1.0,1,0,0
604.0,47.0,7.0,1.0,1.0,1.0,171519.06,0.0,1,0,1
523.0,37.0,9.0,2.0,1.0,0.0,30781.77,0.0,1,0,0
656.0,47.0,2.0,1.0,0.0,1.0,13182.43,1.0,0,0,1
667.0,37.0,3.0,1.0,1.0,0.0,54487.43,0.0,1,1,0
782.0,36.0,9.0,2.0,1.0,1.0,91573.19,0.0,0,0,0
603.0,29.0,4.0,1.0,1.0,0.0,167552.08,1.0,1,0,0
645.0,42.0,7.0,2.0,1.0,1.0,125962.02,0.0,1,0,0
644.0,45.0,9.0,2.0,1.0,0.0,54474.48,1.0,1,1,0
732.0,34.0,4.0,2.0,1.0,1.0,179655.85,0.0,1,0,1
613.0,44.0,1.0,1.0,1.0,1.0,58879.31,1.0,0,0,0
516.0,41.0,7.0,1.0,1.0,1.0,152876.13,0.0,1,0,1
545.0,35.0,6.0,2.0,1.0,1.0,115818.51,0.0,0,0,0
741.0,35.0,6.0,2.0,0.0,1.0,64322.22,0.0,0,0,0
729.0,35.0,4.0,2.0,1.0,1.0,187976.88,0.0,0,0,0
573.0,33.0,4.0,1.0,1.0,1.0,171364.18,0.0,1,0,1
649.0,27.0,8.0,2.0,1.0,0.0,184564.67,0.0,1,1,0
705.0,39.0,8.0,2.0,1.0,0.0,126761.2,0.0,1,0,0
699.0,54.0,0.0,1.0,1.0,1.0,184581.68,1.0,1,0,0
850.0,40.0,4.0,1.0,1.0,0.0,187984.4,1.0,0,0,1
632.0,40.0,9.0,2.0,1.0,0.0,62703.38,0.0,0,0,0
627.0,48.0,2.0,1.0,1.0,1.0,184524.65,1.0,1,0,0
587.0,50.0,5.0,1.0,1.0,1.0,151349.41,1.0,1,0,1
673.0,42.0,4.0,2.0,0.0,0.0,197202.48,0.0,1,0,0
576.0,32.0,2.0,2.0,1.0,1.0,166476.95,0.0,1,0,1
751.0,36.0,8.0,2.0,1.0,0.0,155062.02,0.0,1,0,0
590.0,38.0,9.0,2.0,1.0,0.0,126792.84,0.0,1,0,0
619.0,39.0,4.0,2.0,1.0,0.0,171097.4,0.0,1,0,0
731.0,32.0,10.0,2.0,1.0,1.0,180595.02,0.0,0,0,1
633.0,41.0,8.0,1.0,0.0,1.0,76515.79,0.0,1,0,0
698.0,37.0,3.0,2.0,1.0,1.0,66893.28,0.0,1,1,0
705.0,31.0,0.0,1.0,0.0,0.0,152992.04,0.0,1,0,0
627.0,40.0,3.0,1.0,1.0,1.0,85411.01,0.0,1,0,0
619.0,51.0,4.0,1.0,1.0,1.0,123587.85,1.0,0,1,0
757.0,39.0,8.0,2.0,1.0,1.0,84760.32,0.0,0,0,0
562.0,35.0,1.0,2.0,1.0,1.0,150507.43,0.0,0,0,1
763.0,25.0,6.0,2.0,1.0,0.0,149991.32,0.0,0,0,1
707.0,29.0,3.0,1.0,1.0,0.0,153604.44,0.0,1,0,1
633.0,35.0,8.0,2.0,1.0,0.0,93820.49,0.0,0,0,1
686.0,24.0,3.0,2.0,1.0,1.0,6078.46,0.0,0,0,0
682.0,34.0,1.0,2.0,1.0,1.0,184312.76,0.0,1,1,0
637.0,35.0,1.0,1.0,1.0,1.0,103914.4,0.0,1,0,0
633.0,34.0,3.0,2.0,1.0,1.0,122381.02,0.0,1,0,0
637.0,35.0,7.0,2.0,1.0,0.0,91573.19,0.0,1,0,1
614.0,37.0,1.0,1.0,0.0,0.0,122433.09,0.0,1,0,0
652.0,25.0,2.0,1.0,1.0,0.0,141533.19,0.0,1,0,0
603.0,37.0,4.0,2.0,1.0,1.0,88479.02,0.0,0,0,0
589.0,37.0,1.0,2.0,1.0,0.0,88815.25,0.0,1,0,0
709.0,23.0,8.0,2.0,1.0,0.0,95957.09,0.0,0,0,0
663.0,40.0,3.0,2.0,1.0,0.0,96660.76,0.0,1,0,0
577.0,27.0,6.0,2.0,1.0,1.0,85890.75,0.0,1,0,0
633.0,34.0,5.0,2.0,0.0,0.0,166495.2,0.0,0,0,0
717.0,48.0,4.0,2.0,1.0,1.0,148527.56,0.0,0,0,0
645.0,39.0,1.0,2.0,1.0,1.0,187900.12,0.0,1,0,0
766.0,32.0,0.0,1.0,1.0,1.0,74048.1,0.0,0,1,0
657.0,28.0,3.0,3.0,1.0,1.0,176770.39,1.0,0,1,0
745.0,62.0,7.0,1.0,1.0,0.0,181430.91,1.0,1,1,0
709.0,31.0,2.0,2.0,1.0,1.0,182612.38,0.0,1,0,0
549.0,36.0,8.0,2.0,1.0,1.0,75574.48,0.0,0,0,0
850.0,43.0,2.0,2.0,0.0,0.0,183490.99,0.0,1,0,0
571.0,44.0,5.0,1.0,1.0,0.0,167984.72,1.0,1,1,0
711.0,33.0,8.0,3.0,1.0,0.0,12913.92,1.0,1,1,0
807.0,41.0,4.0,1.0,1.0,0.0,134901.94,0.0,1,0,1
659.0,55.0,6.0,2.0,1.0,1.0,121846.81,0.0,0,0,0
773.0,40.0,1.0,2.0,1.0,1.0,181177.9,0.0,0,0,0
687.0,31.0,2.0,2.0,1.0,1.0,116977.89,0.0,1,0,0
726.0,49.0,2.0,4.0,1.0,0.0,171457.06,1.0,0,0,0
572.0,43.0,4.0,1.0,1.0,0.0,109545.56,1.0,0,0,0
586.0,67.0,6.0,2.0,1.0,1.0,149550.97,0.0,0,0,0
739.0,27.0,4.0,2.0,1.0,1.0,64421.02,0.0,1,0,0
729.0,34.0,1.0,2.0,1.0,0.0,26265.18,0.0,1,1,0
756.0,32.0,3.0,2.0,1.0,1.0,165574.54,0.0,1,0,0
622.0,45.0,6.0,2.0,1.0,0.0,153605.75,1.0,1,1,0
690.0,54.0,3.0,1.0,1.0,1.0,163798.41,1.0,1,1,0
659.0,34.0,6.0,2.0,0.0,0.0,160548.12,0.0,1,0,0
731.0,45.0,8.0,1.0,1.0,1.0,145792.01,0.0,1,0,0
708.0,43.0,9.0,1.0,1.0,0.0,178393.68,0.0,1,1,0
712.0,52.0,4.0,1.0,1.0,0.0,145796.49,1.0,0,1,0
717.0,55.0,0.0,2.0,1.0,1.0,106918.73,0.0,0,0,0
659.0,43.0,3.0,1.0,1.0,0.0,18094.96,0.0,1,0,0
599.0,35.0,7.0,2.0,1.0,1.0,171039.56,0.0,0,1,0
769.0,54.0,8.0,3.0,1.0,1.0,176570.28,1.0,0,0,0
695.0,43.0,6.0,2.0,1.0,0.0,91829.17,0.0,0,0,0
584.0,31.0,3.0,1.0,1.0,0.0,163550.58,1.0,1,0,0
652.0,36.0,3.0,2.0,1.0,1.0,122949.71,0.0,1,0,0
682.0,28.0,3.0,2.0,1.0,1.0,176713.47,0.0,1,0,0
599.0,31.0,3.0,2.0,1.0,0.0,96615.23,0.0,0,0,0
584.0,37.0,6.0,2.0,1.0,0.0,57904.22,0.0,1,1,0
662.0,34.0,5.0,2.0,1.0,0.0,184843.77,1.0,0,0,0
669.0,36.0,7.0,2.0,1.0,0.0,86945.0,0.0,0,0,0
542.0,31.0,4.0,1.0,0.0,0.0,143460.28,0.0,1,1,0
764.0,28.0,7.0,2.0,1.0,0.0,160589.18,0.0,0,0,1
705.0,39.0,5.0,1.0,0.0,0.0,53949.86,1.0,1,0,0
593.0,28.0,4.0,2.0,1.0,1.0,71323.23,0.0,0,0,0
539.0,41.0,1.0,1.0,0.0,1.0,53477.76,0.0,1,0,0
575.0,46.0,8.0,1.0,1.0,0.0,162719.69,1.0,0,0,0
574.0,34.0,8.0,2.0,1.0,0.0,96832.82,0.0,1,0,0
559.0,41.0,2.0,2.0,1.0,1.0,117832.88,0.0,0,0,0
641.0,37.0,5.0,2.0,1.0,1.0,90905.51,0.0,1,1,0
665.0,37.0,3.0,2.0,1.0,1.0,57543.02,0.0,0,0,0
662.0,38.0,3.0,1.0,1.0,1.0,160941.78,0.0,1,0,0
592.0,38.0,7.0,1.0,1.0,0.0,151623.91,0.0,0,0,0
696.0,28.0,9.0,2.0,1.0,0.0,143952.24,0.0,1,0,0
790.0,31.0,3.0,2.0,1.0,1.0,91936.1,0.0,1,0,0
653.0,50.0,10.0,1.0,1.0,1.0,86490.09,0.0,1,0,0
636.0,39.0,8.0,2.0,1.0,0.0,126761.2,0.0,1,0,0
705.0,35.0,6.0,2.0,1.0,1.0,149550.95,0.0,1,0,0
582.0,43.0,8.0,1.0,1.0,1.0,96524.92,1.0,1,1,0
578.0,35.0,4.0,2.0,1.0,0.0,91936.1,0.0,1,0,0
695.0,39.0,2.0,2.0,1.0,0.0,81482.2,0.0,1,0,0
742.0,29.0,2.0,1.0,1.0,0.0,131167.98,0.0,1,0,1
651.0,42.0,7.0,1.0,1.0,1.0,172930.28,0.0,0,1,0
653.0,28.0,9.0,2.0,1.0,0.0,157072.91,0.0,1,0,0
671.0,26.0,5.0,1.0,0.0,0.0,86043.27,0.0,1,0,0
719.0,36.0,4.0,1.0,1.0,1.0,143463.28,0.0,0,0,0
663.0,55.0,3.0,1.0,1.0,1.0,140168.36,0.0,1,0,0
641.0,39.0,5.0,2.0,0.0,1.0,74965.61,0.0,0,1,0
687.0,43.0,3.0,1.0,1.0,1.0,151903.6,1.0,0,0,0
652.0,29.0,6.0,2.0,1.0,0.0,27802.0,0.0,0,0,1
711.0,55.0,1.0,1.0,1.0,1.0,53477.76,1.0,0,0,0
633.0,49.0,9.0,1.0,1.0,1.0,82867.55,1.0,0,0,0
586.0,33.0,10.0,2.0,0.0,1.0,72678.75,0.0,1,0,1
684.0,52.0,3.0,1.0,0.0,0.0,179834.45,1.0,0,1,0
683.0,40.0,3.0,1.0,1.0,0.0,177068.24,1.0,0,1,0
708.0,37.0,9.0,2.0,1.0,0.0,86786.41,1.0,1,1,0
705.0,37.0,1.0,2.0,1.0,1.0,78744.39,0.0,1,0,0
602.0,42.0,2.0,1.0,1.0,0.0,85470.45,0.0,1,1,0
662.0,35.0,1.0,1.0,1.0,1.0,3894.34,0.0,0,0,1
675.0,44.0,7.0,2.0,0.0,1.0,86776.38,1.0,1,0,0
611.0,32.0,8.0,2.0,1.0,1.0,176730.02,0.0,0,0,0
653.0,26.0,2.0,2.0,1.0,0.0,28690.9,0.0,0,0,1
567.0,27.0,2.0,2.0,0.0,1.0,67840.81,0.0,1,0,0
516.0,24.0,2.0,2.0,0.0,1.0,91565.25,0.0,1,1,0
682.0,55.0,1.0,1.0,0.0,0.0,193014.26,1.0,0,0,0
573.0,48.0,4.0,1.0,1.0,0.0,129912.74,1.0,1,0,0
652.0,38.0,8.0,2.0,1.0,0.0,83679.46,0.0,1,0,0
624.0,37.0,8.0,2.0,1.0,1.0,93959.96,0.0,0,0,1
684.0,40.0,2.0,2.0,1.0,0.0,171737.19,0.0,1,1,0
596.0,45.0,1.0,1.0,1.0,1.0,147822.61,1.0,0,0,1
745.0,33.0,7.0,1.0,1.0,0.0,71830.1,0.0,1,0,0
583.0,45.0,9.0,2.0,0.0,1.0,173495.77,0.0,1,0,0
613.0,28.0,8.0,2.0,1.0,1.0,106912.35,0.0,1,0,0
730.0,51.0,3.0,1.0,0.0,0.0,175893.45,1.0,1,0,0
598.0,38.0,3.0,1.0,1.0,0.0,170980.86,0.0,0,0,0
537.0,41.0,2.0,1.0,1.0,1.0,172668.39,0.0,0,0,0
562.0,39.0,1.0,1.0,1.0,1.0,92915.84,1.0,1,0,1
742.0,41.0,2.0,2.0,1.0,0.0,126796.69,1.0,1,0,1
561.0,42.0,5.0,1.0,1.0,1.0,55816.2,1.0,0,1,0
743.0,43.0,9.0,2.0,1.0,0.0,36242.19,0.0,0,0,0
653.0,41.0,7.0,2.0,1.0,0.0,166516.84,0.0,0,0,0
850.0,40.0,3.0,1.0,1.0,1.0,179445.24,0.0,1,0,0
577.0,52.0,4.0,1.0,1.0,0.0,88890.05,1.0,0,0,0
687.0,26.0,5.0,1.0,0.0,1.0,162697.93,0.0,0,0,0
721.0,35.0,3.0,1.0,1.0,0.0,140745.91,0.0,1,1,0
689.0,62.0,4.0,1.0,1.0,1.0,136869.31,0.0,1,0,1
712.0,31.0,2.0,1.0,1.0,1.0,162699.7,1.0,1,1,0
614.0,33.0,4.0,2.0,1.0,1.0,60552.44,0.0,0,0,0
667.0,42.0,1.0,2.0,0.0,0.0,180150.49,0.0,1,0,0
581.0,41.0,6.0,2.0,1.0,0.0,182627.25,0.0,0,0,1
677.0,39.0,4.0,1.0,1.0,1.0,103399.22,0.0,0,1,0
758.0,25.0,5.0,2.0,1.0,1.0,176943.59,0.0,0,0,1
643.0,26.0,3.0,2.0,0.0,1.0,97734.3,0.0,1,1,0
597.0,32.0,5.0,1.0,0.0,0.0,181429.87,0.0,1,0,1
569.0,23.0,6.0,1.0,1.0,1.0,88852.65,0.0,1,0,1
678.0,34.0,10.0,1.0,1.0,1.0,63908.86,0.0,1,0,0
614.0,40.0,4.0,2.0,1.0,1.0,147964.99,0.0,1,0,0
732.0,39.0,7.0,2.0,1.0,0.0,160976.75,0.0,0,0,0
709.0,38.0,1.0,1.0,1.0,1.0,151401.33,0.0,1,0,0
757.0,39.0,2.0,1.0,1.0,1.0,125552.89,1.0,0,0,0
725.0,43.0,10.0,2.0,1.0,0.0,172457.91,0.0,1,0,0
640.0,47.0,2.0,1.0,0.0,1.0,58854.88,1.0,1,1,0
710.0,27.0,8.0,2.0,1.0,0.0,82967.97,0.0,1,0,0
816.0,37.0,7.0,1.0,1.0,1.0,86044.98,0.0,1,0,1
724.0,38.0,7.0,1.0,1.0,1.0,157964.99,0.0,0,0,0
769.0,29.0,6.0,2.0,0.0,1.0,79579.94,0.0,0,0,0
653.0,33.0,9.0,2.0,1.0,0.0,645.61,0.0,1,0,0
619.0,27.0,4.0,2.0,1.0,0.0,82970.69,0.0,1,0,0
663.0,59.0,9.0,1.0,1.0,1.0,172450.04,1.0,0,0,1
621.0,47.0,2.0,2.0,0.0,0.0,122925.4,1.0,1,0,0
682.0,45.0,9.0,2.0,1.0,0.0,125961.48,0.0,1,0,0
602.0,43.0,8.0,2.0,1.0,1.0,130846.79,0.0,0,0,0
539.0,41.0,1.0,2.0,1.0,1.0,103726.71,0.0,1,0,0
637.0,37.0,5.0,2.0,0.0,0.0,143030.09,0.0,0,0,0
595.0,37.0,4.0,2.0,1.0,1.0,26265.18,0.0,0,1,0
684.0,37.0,0.0,2.0,1.0,1.0,91573.18,0.0,1,0,0
636.0,35.0,6.0,3.0,0.0,0.0,52615.62,1.0,0,1,0
648.0,35.0,8.0,1.0,0.0,0.0,43889.41,0.0,0,0,1
687.0,41.0,4.0,2.0,0.0,0.0,53394.13,0.0,0,0,0
717.0,36.0,9.0,2.0,1.0,0.0,86786.41,0.0,1,0,0
683.0,36.0,1.0,1.0,1.0,0.0,103720.53,0.0,0,0,1
588.0,39.0,3.0,1.0,1.0,0.0,157891.86,1.0,1,1,0
710.0,28.0,6.0,2.0,1.0,0.0,143683.75,0.0,1,0,0
659.0,38.0,7.0,2.0,0.0,0.0,102992.84,0.0,1,0,0
667.0,46.0,6.0,2.0,0.0,0.0,120893.07,0.0,0,0,0
667.0,28.0,9.0,2.0,1.0,0.0,79866.73,0.0,1,0,0
705.0,43.0,3.0,1.0,1.0,1.0,182055.36,0.0,1,0,0
714.0,39.0,8.0,2.0,0.0,1.0,141756.32,0.0,1,0,0
646.0,33.0,7.0,2.0,1.0,0.0,132418.59,0.0,1,0,0
731.0,23.0,2.0,1.0,1.0,1.0,135932.46,0.0,1,0,1
634.0,33.0,8.0,2.0,1.0,0.0,177784.68,0.0,0,0,0
705.0,39.0,6.0,2.0,1.0,1.0,121408.46,0.0,0,0,0
656.0,43.0,9.0,2.0,0.0,0.0,132467.54,0.0,1,0,0
711.0,46.0,8.0,2.0,1.0,1.0,114566.47,1.0,0,0,1
764.0,22.0,8.0,2.0,0.0,0.0,172063.09,0.0,0,0,0
684.0,27.0,7.0,2.0,1.0,1.0,182612.38,0.0,0,0,1
627.0,46.0,7.0,2.0,1.0,1.0,180712.52,0.0,0,0,1
591.0,50.0,10.0,1.0,1.0,0.0,163830.64,1.0,1,0,1
732.0,40.0,3.0,2.0,1.0,0.0,129975.22,0.0,1,0,0
678.0,41.0,10.0,2.0,1.0,1.0,49653.37,0.0,1,0,0
583.0,27.0,8.0,2.0,1.0,1.0,93795.86,0.0,0,0,0
694.0,41.0,5.0,2.0,0.0,0.0,148887.69,0.0,1,0,1
554.0,52.0,9.0,1.0,0.0,0.0,130514.78,1.0,0,0,0
687.0,33.0,5.0,2.0,1.0,1.0,152996.89,0.0,0,0,0
589.0,45.0,4.0,1.0,0.0,0.0,161479.19,1.0,1,1,0
673.0,43.0,9.0,2.0,1.0,1.0,72849.31,0.0,0,0,0
597.0,33.0,5.0,2.0,1.0,1.0,79928.41,0.0,1,1,0
762.0,26.0,5.0,2.0,1.0,0.0,177784.28,0.0,1,0,0
719.0,29.0,5.0,2.0,0.0,0.0,103379.31,0.0,1,0,0
769.0,37.0,8.0,1.0,1.0,1.0,147700.78,0.0,1,0,0
679.0,40.0,8.0,2.0,1.0,1.0,88705.14,0.0,0,0,0
686.0,38.0,2.0,3.0,0.0,0.0,57589.29,1.0,0,0,0
584.0,37.0,2.0,1.0,1.0,0.0,51380.9,0.0,1,0,0
645.0,40.0,0.0,2.0,1.0,1.0,171378.77,0.0,1,0,0
667.0,32.0,1.0,2.0,1.0,1.0,186775.25,0.0,1,1,0
724.0,39.0,10.0,2.0,1.0,1.0,123880.19,0.0,1,0,0
703.0,43.0,6.0,2.0,0.0,1.0,87412.74,1.0,0,0,0
582.0,58.0,1.0,1.0,1.0,0.0,172033.57,1.0,0,0,1
685.0,33.0,1.0,2.0,1.0,0.0,182633.63,0.0,0,0,0
646.0,55.0,4.0,1.0,1.0,0.0,88783.59,0.0,1,1,0
581.0,38.0,3.0,2.0,0.0,1.0,87941.85,0.0,0,0,0
644.0,37.0,5.0,1.0,1.0,1.0,151645.96,0.0,0,0,0
529.0,31.0,5.0,1.0,1.0,0.0,152499.8,0.0,0,0,0
762.0,31.0,8.0,2.0,1.0,0.0,71178.09,0.0,1,0,1
565.0,38.0,2.0,1.0,1.0,1.0,127629.64,1.0,0,1,0
646.0,37.0,6.0,1.0,1.0,1.0,140727.16,0.0,1,0,1
600.0,35.0,9.0,2.0,1.0,0.0,187925.75,0.0,1,1,0
521.0,32.0,1.0,2.0,0.0,1.0,62222.81,0.0,1,0,0
714.0,32.0,1.0,2.0,1.0,0.0,61602.42,0.0,1,0,0
710.0,22.0,3.0,2.0,1.0,1.0,49361.84,0.0,0,0,0
845.0,34.0,1.0,1.0,0.0,0.0,66548.58,0.0,1,0,0
634.0,42.0,4.0,2.0,0.0,1.0,81602.02,0.0,1,0,1
678.0,33.0,1.0,2.0,1.0,0.0,62634.94,0.0,1,0,1
539.0,34.0,5.0,2.0,1.0,0.0,119346.88,0.0,0,0,0
705.0,51.0,4.0,1.0,1.0,0.0,177805.44,1.0,0,1,0
655.0,28.0,1.0,2.0,1.0,1.0,51345.39,0.0,0,0,0
619.0,49.0,5.0,1.0,0.0,1.0,152843.53,1.0,0,0,0
785.0,33.0,6.0,2.0,1.0,1.0,116893.87,0.0,1,0,0
721.0,38.0,6.0,2.0,1.0,0.0,129697.99,0.0,1,0,0
629.0,43.0,4.0,1.0,1.0,0.0,51919.04,1.0,1,1,0
659.0,35.0,1.0,1.0,1.0,0.0,159899.97,0.0,0,0,0
652.0,47.0,7.0,2.0,0.0,1.0,152790.92,0.0,1,0,0
599.0,39.0,6.0,2.0,1.0,1.0,121592.5,0.0,1,0,0
526.0,33.0,1.0,1.0,0.0,0.0,146895.57,1.0,0,0,0
757.0,44.0,9.0,2.0,1.0,0.0,158071.69,0.0,1,0,0
664.0,35.0,7.0,1.0,1.0,1.0,172646.88,0.0,0,1,0
751.0,40.0,7.0,1.0,1.0,0.0,90876.95,0.0,1,0,0
565.0,46.0,9.0,1.0,1.0,1.0,116581.1,1.0,1,0,0
694.0,40.0,9.0,2.0,1.0,0.0,177747.03,0.0,0,0,0
485.0,38.0,9.0,2.0,1.0,0.0,131389.39,0.0,1,0,0
694.0,31.0,7.0,1.0,1.0,1.0,133600.89,0.0,1,0,0
686.0,46.0,9.0,2.0,1.0,1.0,49594.02,0.0,0,0,0
724.0,61.0,3.0,2.0,1.0,1.0,176692.65,0.0,1,0,1
583.0,38.0,1.0,1.0,1.0,1.0,138537.57,0.0,1,0,0
653.0,36.0,8.0,1.0,1.0,0.0,72861.94,0.0,0,1,0
671.0,34.0,6.0,1.0,0.0,1.0,157567.37,0.0,1,0,0
592.0,35.0,7.0,2.0,1.0,0.0,149457.81,0.0,0,0,1
547.0,44.0,2.0,1.0,1.0,1.0,104889.3,1.0,0,1,0
644.0,33.0,2.0,2.0,1.0,0.0,9241.52,0.0,1,0,0
639.0,41.0,3.0,1.0,0.0,0.0,91775.51,1.0,0,0,0
611.0,35.0,2.0,2.0,0.0,1.0,66526.01,0.0,1,0,0
571.0,35.0,10.0,2.0,1.0,0.0,141023.01,0.0,0,0,0
803.0,41.0,4.0,2.0,0.0,0.0,171070.58,0.0,1,0,0
815.0,41.0,9.0,1.0,1.0,0.0,134531.96,1.0,1,1,0
629.0,37.0,6.0,2.0,1.0,1.0,62810.91,0.0,1,0,1
609.0,26.0,8.0,2.0,1.0,1.0,75825.57,0.0,1,0,0
592.0,38.0,2.0,2.0,1.0,0.0,61324.87,0.0,0,0,1
674.0,42.0,6.0,3.0,0.0,0.0,109688.82,1.0,0,0,0
627.0,44.0,9.0,1.0,1.0,0.0,130404.53,0.0,0,1,0
645.0,33.0,5.0,2.0,1.0,1.0,134732.99,0.0,0,0,0
646.0,33.0,9.0,1.0,1.0,0.0,184856.89,0.0,1,0,1
669.0,36.0,9.0,2.0,0.0,1.0,124954.56,0.0,0,0,1
686.0,23.0,8.0,1.0,1.0,1.0,176720.57,0.0,1,1,0
539.0,45.0,6.0,1.0,1.0,0.0,111241.37,1.0,0,0,0
431.0,40.0,4.0,1.0,1.0,0.0,117031.2,1.0,1,1,0
694.0,43.0,8.0,1.0,1.0,0.0,122518.5,0.0,1,0,0
699.0,34.0,3.0,2.0,0.0,1.0,131768.98,0.0,1,0,0
695.0,26.0,3.0,2.0,1.0,1.0,110916.15,0.0,1,0,0
535.0,28.0,4.0,2.0,1.0,1.0,107876.2,0.0,0,0,1
757.0,67.0,7.0,1.0,1.0,1.0,125553.51,0.0,0,0,1
676.0,36.0,3.0,1.0,1.0,0.0,72993.67,0.0,0,1,0
583.0,58.0,6.0,2.0,1.0,1.0,149517.72,0.0,0,0,1
727.0,39.0,5.0,2.0,1.0,1.0,143357.02,0.0,1,0,0
663.0,29.0,10.0,2.0,1.0,1.0,181419.29,0.0,1,0,0
745.0,40.0,3.0,2.0,1.0,0.0,177065.24,0.0,0,0,1
777.0,25.0,3.0,2.0,1.0,0.0,102391.06,0.0,0,0,0
590.0,32.0,6.0,2.0,0.0,0.0,142210.94,0.0,1,0,0
727.0,39.0,6.0,2.0,0.0,1.0,149331.01,0.0,1,0,0
573.0,37.0,2.0,1.0,1.0,1.0,143783.46,0.0,0,0,0
597.0,39.0,9.0,2.0,0.0,1.0,161388.22,1.0,0,0,0
758.0,39.0,3.0,2.0,1.0,1.0,88890.05,1.0,0,0,0
677.0,35.0,2.0,1.0,1.0,0.0,71139.31,0.0,0,0,0
538.0,33.0,6.0,2.0,0.0,0.0,138350.74,0.0,0,0,0
731.0,36.0,9.0,1.0,1.0,0.0,111093.29,1.0,0,1,0
678.0,40.0,9.0,2.0,1.0,1.0,131919.48,0.0,1,0,0
597.0,26.0,8.0,2.0,1.0,0.0,131167.98,0.0,1,0,1
581.0,48.0,4.0,1.0,1.0,1.0,179964.55,0.0,0,1,0
729.0,39.0,3.0,2.0,1.0,1.0,182612.38,0.0,0,0,0
592.0,44.0,3.0,2.0,0.0,1.0,153605.75,0.0,1,0,0
562.0,37.0,1.0,1.0,1.0,0.0,9209.21,0.0,1,1,0
771.0,39.0,9.0,2.0,1.0,0.0,183982.25,0.0,1,0,0
579.0,41.0,2.0,2.0,1.0,1.0,182266.01,0.0,1,0,0
588.0,26.0,9.0,1.0,1.0,0.0,61326.43,0.0,0,0,0
685.0,34.0,7.0,2.0,1.0,0.0,137079.86,0.0,0,0,1
651.0,37.0,2.0,2.0,1.0,0.0,176925.69,0.0,1,0,0
635.0,30.0,3.0,1.0,1.0,0.0,26136.89,0.0,1,0,0
