CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
498.0,35.0,4.0,0.0,2.0,1.0,1.0,83056.22,0.0,0,1,1,0,0
592.0,35.0,7.0,124495.17,1.0,1.0,1.0,161241.65,0.0,1,0,1,0,0
715.0,39.0,5.0,81732.88,2.0,0.0,0.0,184564.67,1.0,0,1,1,0,0
679.0,43.0,3.0,0.0,1.0,1.0,0.0,138842.41,1.0,0,1,0,0,1
472.0,30.0,6.0,0.0,2.0,1.0,0.0,90928.02,0.0,0,1,1,0,0
651.0,54.0,7.0,0.0,2.0,0.0,1.0,101834.58,0.0,0,1,1,0,0
597.0,26.0,4.0,0.0,2.0,1.0,1.0,140745.91,0.0,0,1,1,0,0
686.0,33.0,7.0,0.0,2.0,1.0,0.0,141364.27,0.0,0,1,1,0,0
676.0,40.0,8.0,0.0,2.0,1.0,0.0,84460.18,0.0,1,0,1,0,0
652.0,60.0,1.0,0.0,1.0,1.0,0.0,102628.98,1.0,0,1,1,0,0
741.0,40.0,2.0,0.0,2.0,1.0,0.0,121798.52,0.0,0,1,0,0,1
721.0,25.0,5.0,0.0,2.0,1.0,0.0,118522.73,0.0,1,0,1,0,0
681.0,52.0,4.0,115895.22,1.0,1.0,0.0,183717.94,1.0,1,0,0,1,0
757.0,20.0,2.0,91760.11,2.0,0.0,0.0,49865.04,0.0,1,0,0,1,0
554.0,35.0,10.0,0.0,2.0,1.0,1.0,137793.35,0.0,0,1,0,0,1
707.0,37.0,1.0,0.0,2.0,1.0,0.0,90876.95,0.0,0,1,0,0,1
762.0,59.0,10.0,150315.92,1.0,1.0,0.0,146785.44,0.0,0,1,1,0,0
612.0,22.0,3.0,0.0,1.0,1.0,0.0,127630.88,1.0,1,0,0,0,1
845.0,34.0,5.0,0.0,2.0,0.0,0.0,57876.05,0.0,0,1,0,0,1
633.0,27.0,7.0,0.0,2.0,0.0,1.0,85902.39,0.0,0,1,1,0,0
659.0,42.0,3.0,148962.76,1.0,0.0,1.0,98896.06,0.0,1,0,1,0,0
699.0,38.0,1.0,0.0,2.0,1.0,1.0,157929.32,0.0,0,1,1,0,0
528.0,48.0,4.0,118680.57,1.0,1.0,0.0,55313.44,1.0,0,1,0,1,0
643.0,40.0,7.0,0.0,2.0,0.0,1.0,162719.69,0.0,0,1,0,0,1
682.0,35.0,8.0,0.0,1.0,0.0,1.0,151411.2,0.0,0,1,1,0,0
613.0,34.0,2.0,0.0,2.0,1.0,1.0,62702.64,0.0,0,1,0,0,1
613.0,29.0,4.0,0.0,2.0,1.0,0.0,131827.15,0.0,0,1,1,0,0
774.0,40.0,3.0,140123.17,1.0,0.0,0.0,111243.09,0.0,0,1,0,0,1
730.0,41.0,7.0,0.0,1.0,1.0,0.0,137068.94,0.0,0,1,0,0,1
565.0,31.0,3.0,0.0,2.0,1.0,1.0,131534.96,0.0,0,1,1,0,0
684.0,27.0,6.0,0.0,2.0,1.0,0.0,148814.54,0.0,0,1,1,0,0
645.0,39.0,1.0,0.0,2.0,0.0,1.0,171378.77,0.0,0,1,0,0,1
686.0,49.0,4.0,116465.53,1.0,1.0,0.0,179488.33,1.0,1,0,0,1,0
714.0,64.0,2.0,0.0,2.0,1.0,1.0,114951.42,0.0,1,0,1,0,0
735.0,51.0,7.0,113599.74,1.0,0.0,0.0,144593.4,1.0,1,0,0,1,0
744.0,28.0,9.0,0.0,2.0,1.0,1.0,154843.4,0.0,0,1,0,0,1
741.0,37.0,5.0,0.0,1.0,1.0,0.0,172576.43,0.0,0,1,1,0,0
646.0,36.0,4.0,135637.0,2.0,1.0,1.0,82970.69,0.0,0,1,0,1,0
526.0,47.0,0.0,135120.56,1.0,0.0,0.0,62980.96,1.0,1,0,0,1,0
599.0,35.0,8.0,128940.24,1.0,1.0,0.0,48426.98,1.0,1,0,0,1,0
745.0,34.0,6.0,0.0,2.0,1.0,1.0,92708.1,0.0,0,1,1,0,0
651.0,48.0,3.0,102994.04,6.0,1.0,1.0,106781.59,1.0,0,1,1,0,0
743.0,33.0,3.0,76318.64,2.0,0.0,0.0,178373.93,0.0,1,0,1,0,0
712.0,31.0,1.0,98675.74,1.0,0.0,1.0,151310.16,0.0,1,0,1,0,0
699.0,31.0,6.0,114023.64,1.0,1.0,1.0,137763.86,0.0,1,0,0,1,0
781.0,41.0,5.0,0.0,1.0,1.0,1.0,132973.17,0.0,0,1,0,0,1
553.0,31.0,1.0,0.0,2.0,1.0,1.0,51752.18,0.0,0,1,0,0,1
691.0,27.0,3.0,0.0,2.0,0.0,0.0,164081.42,0.0,1,0,1,0,0
474.0,42.0,9.0,71786.9,1.0,1.0,0.0,136497.28,1.0,1,0,0,1,0
678.0,34.0,7.0,143637.58,2.0,1.0,1.0,168521.72,0.0,0,1,0,0,1
705.0,31.0,5.0,0.0,2.0,1.0,0.0,184954.11,0.0,0,1,1,0,0
617.0,38.0,3.0,0.0,2.0,1.0,0.0,166516.84,0.0,0,1,1,0,0
708.0,48.0,7.0,0.0,2.0,1.0,1.0,147964.99,0.0,0,1,1,0,0
702.0,45.0,0.0,0.0,1.0,1.0,0.0,177844.06,1.0,0,1,1,0,0
611.0,35.0,5.0,137389.77,2.0,1.0,1.0,143022.31,0.0,1,0,0,1,0
711.0,28.0,10.0,125529.55,2.0,1.0,0.0,116537.96,0.0,1,0,1,0,0
583.0,30.0,9.0,0.0,2.0,0.0,1.0,146785.44,0.0,1,0,1,0,0
579.0,27.0,2.0,0.0,2.0,1.0,1.0,127095.14,0.0,0,1,0,0,1
683.0,38.0,6.0,0.0,2.0,1.0,1.0,93829.17,0.0,1,0,1,0,0
664.0,40.0,4.0,62610.96,1.0,1.0,1.0,180862.26,0.0,0,1,1,0,0
687.0,35.0,8.0,0.0,1.0,1.0,1.0,142400.27,1.0,1,0,0,0,1
668.0,45.0,4.0,148843.56,1.0,1.0,1.0,69428.79,1.0,0,1,1,0,0
757.0,26.0,5.0,122947.92,2.0,1.0,1.0,131660.31,0.0,1,0,0,1,0
556.0,39.0,8.0,0.0,2.0,0.0,1.0,167984.72,0.0,0,1,0,0,1
748.0,34.0,10.0,80931.75,1.0,0.0,0.0,148087.88,0.0,1,0,1,0,0
683.0,40.0,8.0,115007.08,1.0,1.0,0.0,141446.01,1.0,0,1,0,1,0
578.0,41.0,4.0,141784.02,1.0,0.0,0.0,170518.17,0.0,0,1,1,0,0
653.0,33.0,7.0,0.0,2.0,1.0,0.0,145527.36,0.0,1,0,1,0,0
699.0,41.0,5.0,0.0,2.0,1.0,1.0,12761.16,0.0,1,0,1,0,0
709.0,43.0,3.0,0.0,2.0,0.0,0.0,91881.29,0.0,1,0,0,0,1
699.0,30.0,2.0,139762.13,2.0,1.0,0.0,159418.1,1.0,0,1,0,1,0
595.0,35.0,9.0,110993.79,1.0,1.0,1.0,108764.69,0.0,0,1,1,0,0
576.0,39.0,2.0,0.0,2.0,0.0,0.0,123663.63,0.0,0,1,1,0,0
494.0,36.0,7.0,0.0,2.0,0.0,0.0,40920.59,0.0,0,1,1,0,0
709.0,53.0,7.0,124576.65,1.0,0.0,1.0,153917.41,1.0,1,0,0,1,0
687.0,44.0,4.0,102585.88,2.0,1.0,1.0,121485.1,0.0,0,1,0,1,0
803.0,36.0,5.0,0.0,2.0,1.0,1.0,97468.44,0.0,0,1,1,0,0
662.0,38.0,7.0,123974.96,1.0,1.0,0.0,53338.13,0.0,1,0,0,1,0
508.0,38.0,6.0,0.0,2.0,1.0,0.0,178291.09,0.0,0,1,1,0,0
706.0,43.0,6.0,0.0,1.0,1.0,0.0,160941.78,0.0,1,0,1,0,0
792.0,26.0,7.0,0.0,2.0,0.0,0.0,108008.65,0.0,0,1,0,0,1
686.0,36.0,7.0,0.0,2.0,0.0,1.0,148098.95,0.0,1,0,1,0,0
633.0,26.0,1.0,94762.16,2.0,1.0,1.0,107876.2,0.0,1,0,0,1,0
542.0,48.0,0.0,135157.05,1.0,1.0,0.0,60728.89,1.0,1,0,1,0,0
591.0,37.0,4.0,151762.74,2.0,0.0,1.0,155711.64,0.0,0,1,0,1,0
683.0,36.0,5.0,0.0,2.0,1.0,1.0,123583.85,0.0,1,0,1,0,0
699.0,36.0,3.0,152264.81,1.0,1.0,0.0,147545.65,1.0,0,1,1,0,0
801.0,30.0,8.0,0.0,2.0,0.0,1.0,49480.66,0.0,0,1,0,0,1
699.0,35.0,3.0,137455.99,1.0,0.0,1.0,114448.77,0.0,1,0,1,0,0
610.0,36.0,2.0,0.0,2.0,0.0,1.0,153786.46,0.0,0,1,1,0,0
710.0,34.0,0.0,135470.9,1.0,1.0,0.0,179521.24,0.0,1,0,1,0,0
613.0,44.0,9.0,0.0,2.0,1.0,0.0,127734.16,0.0,0,1,1,0,0
594.0,34.0,9.0,133501.66,1.0,1.0,0.0,128815.26,0.0,0,1,1,0,0
778.0,31.0,9.0,91621.69,1.0,0.0,0.0,58879.41,1.0,0,1,0,1,0
724.0,32.0,3.0,132558.26,2.0,1.0,1.0,60907.49,0.0,0,1,0,1,0
689.0,41.0,6.0,0.0,2.0,1.0,0.0,59616.37,0.0,0,1,0,0,1
756.0,42.0,7.0,0.0,2.0,0.0,0.0,182495.7,0.0,0,1,0,0,1
653.0,49.0,0.0,0.0,1.0,1.0,0.0,143022.31,1.0,0,1,1,0,0
635.0,33.0,7.0,166328.65,1.0,0.0,0.0,136079.64,1.0,1,0,0,1,0
572.0,37.0,6.0,0.0,2.0,0.0,0.0,58855.85,0.0,1,0,0,0,1
748.0,36.0,3.0,0.0,1.0,1.0,1.0,175310.38,0.0,0,1,1,0,0
693.0,29.0,9.0,0.0,2.0,0.0,0.0,98623.78,0.0,0,1,1,0,0
678.0,38.0,4.0,0.0,2.0,1.0,1.0,126761.2,0.0,0,1,1,0,0
704.0,34.0,7.0,0.0,3.0,0.0,1.0,78854.57,1.0,1,0,0,0,1
580.0,37.0,9.0,0.0,2.0,1.0,1.0,71167.17,0.0,0,1,1,0,0
555.0,38.0,7.0,0.0,2.0,0.0,1.0,64716.08,0.0,0,1,1,0,0
516.0,44.0,2.0,0.0,2.0,1.0,0.0,167066.95,0.0,0,1,0,0,1
556.0,39.0,6.0,0.0,2.0,1.0,1.0,152097.02,0.0,1,0,1,0,0
613.0,35.0,2.0,118899.45,2.0,1.0,1.0,51999.5,0.0,1,0,1,0,0
718.0,32.0,5.0,0.0,2.0,0.0,1.0,86099.23,0.0,0,1,0,0,1
623.0,33.0,3.0,129596.72,2.0,0.0,0.0,51345.39,0.0,0,1,0,1,0
583.0,45.0,9.0,0.0,2.0,1.0,1.0,141822.66,0.0,1,0,1,0,0
677.0,32.0,2.0,0.0,1.0,0.0,1.0,148087.62,0.0,0,1,1,0,0
671.0,29.0,2.0,0.0,2.0,1.0,1.0,129964.94,0.0,1,0,1,0,0
595.0,46.0,1.0,108914.17,1.0,0.0,1.0,132468.76,0.0,0,1,0,0,1
850.0,39.0,6.0,0.0,2.0,1.0,0.0,90967.12,0.0,1,0,1,0,0
686.0,39.0,0.0,83501.66,1.0,1.0,0.0,164768.82,0.0,0,1,1,0,0
553.0,46.0,8.0,0.0,2.0,0.0,1.0,97978.83,0.0,0,1,1,0,0
739.0,37.0,4.0,0.0,1.0,1.0,1.0,171099.22,0.0,0,1,1,0,0
815.0,45.0,4.0,115414.19,2.0,1.0,1.0,28778.98,0.0,0,1,1,0,0
615.0,33.0,8.0,0.0,2.0,1.0,1.0,139049.24,0.0,0,1,1,0,0
710.0,29.0,6.0,0.0,2.0,1.0,0.0,121151.1,0.0,1,0,1,0,0
526.0,41.0,3.0,0.0,2.0,1.0,1.0,60721.4,0.0,0,1,1,0,0
646.0,38.0,7.0,0.0,1.0,1.0,0.0,132424.69,1.0,1,0,1,0,0
610.0,51.0,4.0,152606.82,1.0,1.0,0.0,175072.47,1.0,0,1,0,1,0
545.0,40.0,3.0,124580.69,1.0,1.0,0.0,86099.23,1.0,1,0,0,0,1
623.0,39.0,6.0,0.0,2.0,1.0,0.0,133059.15,0.0,0,1,1,0,0
673.0,32.0,5.0,0.0,2.0,1.0,0.0,63736.17,0.0,0,1,0,0,1
755.0,47.0,3.0,102282.61,1.0,1.0,0.0,147040.25,1.0,0,1,0,1,0
595.0,34.0,6.0,0.0,2.0,1.0,1.0,93881.75,0.0,0,1,1,0,0
702.0,31.0,4.0,0.0,2.0,0.0,1.0,131283.7,0.0,0,1,1,0,0
763.0,37.0,1.0,118866.36,1.0,1.0,1.0,96498.14,0.0,1,0,1,0,0
735.0,39.0,4.0,0.0,2.0,1.0,0.0,60920.03,1.0,1,0,0,0,1
524.0,55.0,8.0,92786.66,1.0,0.0,1.0,166677.54,1.0,1,0,0,1,0
704.0,30.0,1.0,0.0,2.0,1.0,1.0,71154.1,0.0,0,1,0,0,1
594.0,45.0,4.0,152880.97,1.0,0.0,0.0,116973.23,1.0,1,0,0,1,0
678.0,36.0,7.0,81242.84,1.0,0.0,1.0,54448.88,0.0,1,0,1,0,0
641.0,44.0,0.0,0.0,2.0,1.0,1.0,140937.97,0.0,1,0,1,0,0
633.0,40.0,4.0,135946.26,1.0,0.0,1.0,134625.09,0.0,0,1,0,1,0
748.0,25.0,9.0,73493.17,2.0,1.0,0.0,188366.04,0.0,1,0,0,1,0
678.0,33.0,4.0,0.0,2.0,1.0,1.0,27308.58,0.0,0,1,1,0,0
543.0,38.0,6.0,142767.88,2.0,1.0,0.0,93881.75,0.0,0,1,0,1,0
710.0,40.0,3.0,0.0,2.0,1.0,0.0,141364.62,0.0,1,0,1,0,0
656.0,40.0,7.0,0.0,2.0,1.0,0.0,131097.9,0.0,0,1,1,0,0
659.0,29.0,7.0,0.0,2.0,1.0,0.0,160968.44,0.0,0,1,0,0,1
718.0,41.0,1.0,129668.31,1.0,1.0,0.0,163550.58,0.0,1,0,0,0,1
569.0,56.0,8.0,0.0,1.0,0.0,1.0,103557.85,1.0,0,1,1,0,0
572.0,29.0,3.0,0.0,2.0,1.0,1.0,79240.9,0.0,1,0,1,0,0
619.0,35.0,1.0,0.0,1.0,1.0,0.0,112239.03,0.0,1,0,0,0,1
731.0,42.0,3.0,0.0,2.0,1.0,0.0,102547.56,0.0,0,1,1,0,0
647.0,42.0,8.0,0.0,2.0,0.0,1.0,155047.11,0.0,1,0,1,0,0
656.0,22.0,2.0,131390.75,1.0,1.0,0.0,182738.0,0.0,1,0,1,0,0
581.0,44.0,9.0,111018.98,2.0,1.0,1.0,47428.73,0.0,0,1,0,1,0
593.0,36.0,2.0,0.0,2.0,1.0,0.0,126517.46,0.0,0,1,0,0,1
632.0,37.0,5.0,0.0,2.0,1.0,1.0,62703.38,0.0,0,1,0,0,1
510.0,31.0,8.0,0.0,2.0,0.0,0.0,186841.71,0.0,0,1,1,0,0
644.0,40.0,6.0,129717.3,1.0,1.0,0.0,27011.8,0.0,1,0,1,0,0
706.0,38.0,9.0,109628.44,1.0,1.0,0.0,114083.73,1.0,0,1,0,1,0
785.0,30.0,9.0,0.0,2.0,1.0,1.0,61995.57,0.0,0,1,1,0,0
709.0,52.0,10.0,124445.07,1.0,1.0,1.0,102517.84,0.0,0,1,1,0,0
625.0,22.0,2.0,64740.12,1.0,1.0,0.0,125962.02,0.0,0,1,1,0,0
755.0,29.0,3.0,79871.02,1.0,1.0,0.0,103921.43,0.0,1,0,0,0,1
757.0,31.0,9.0,0.0,1.0,1.0,0.0,171681.86,0.0,0,1,1,0,0
724.0,39.0,7.0,0.0,1.0,1.0,1.0,137763.93,0.0,0,1,1,0,0
718.0,51.0,1.0,0.0,2.0,1.0,0.0,105986.01,1.0,1,0,1,0,0
712.0,36.0,5.0,0.0,2.0,1.0,0.0,151325.24,0.0,0,1,1,0,0
565.0,47.0,3.0,0.0,1.0,1.0,0.0,95625.03,1.0,1,0,1,0,0
678.0,32.0,6.0,0.0,2.0,1.0,1.0,196257.68,0.0,1,0,1,0,0
572.0,35.0,8.0,118560.0,1.0,1.0,0.0,85421.47,0.0,1,0,0,1,0
577.0,35.0,5.0,0.0,2.0,1.0,1.0,57962.41,0.0,0,1,1,0,0
594.0,41.0,3.0,148962.46,1.0,1.0,0.0,60920.03,0.0,0,1,0,1,0
516.0,33.0,1.0,0.0,1.0,1.0,1.0,51695.41,0.0,0,1,0,0,1
636.0,35.0,9.0,0.0,1.0,1.0,1.0,150685.52,0.0,1,0,1,0,0
613.0,37.0,10.0,0.0,1.0,1.0,1.0,161388.18,0.0,1,0,1,0,0
554.0,38.0,4.0,122828.46,1.0,1.0,1.0,9241.83,0.0,1,0,1,0,0
637.0,35.0,4.0,116893.28,1.0,1.0,0.0,73470.98,0.0,0,1,1,0,0
634.0,31.0,9.0,0.0,2.0,1.0,0.0,61531.86,0.0,0,1,1,0,0
584.0,31.0,3.0,122724.37,1.0,0.0,0.0,104016.61,0.0,1,0,1,0,0
712.0,26.0,8.0,0.0,1.0,1.0,1.0,53430.17,0.0,1,0,1,0,0
527.0,26.0,2.0,0.0,2.0,1.0,1.0,108528.72,0.0,1,0,1,0,0
581.0,41.0,8.0,0.0,2.0,1.0,1.0,161388.22,0.0,0,1,1,0,0
703.0,45.0,7.0,0.0,1.0,0.0,1.0,151336.96,1.0,1,0,1,0,0
614.0,22.0,9.0,0.0,2.0,1.0,0.0,132468.76,0.0,0,1,1,0,0
596.0,37.0,2.0,0.0,2.0,1.0,1.0,103945.58,0.0,1,0,0,0,1
586.0,29.0,7.0,0.0,1.0,1.0,1.0,171096.2,0.0,0,1,1,0,0
801.0,38.0,8.0,0.0,2.0,1.0,1.0,89566.74,0.0,0,1,1,0,0
692.0,37.0,1.0,0.0,2.0,1.0,1.0,134878.19,0.0,0,1,1,0,0
689.0,21.0,5.0,0.0,2.0,1.0,1.0,92794.61,0.0,0,1,0,0,1
628.0,47.0,4.0,0.0,1.0,0.0,0.0,188533.11,1.0,1,0,1,0,0
625.0,35.0,2.0,0.0,2.0,1.0,0.0,138399.67,0.0,1,0,1,0,0
572.0,38.0,5.0,0.0,2.0,1.0,0.0,175082.2,0.0,1,0,1,0,0
726.0,41.0,3.0,0.0,2.0,1.0,1.0,50485.7,0.0,1,0,1,0,0
549.0,43.0,9.0,139592.98,2.0,1.0,0.0,82351.06,0.0,1,0,1,0,0
678.0,33.0,1.0,0.0,2.0,1.0,0.0,97939.4,0.0,1,0,1,0,0
684.0,31.0,8.0,0.0,1.0,0.0,1.0,44965.54,0.0,1,0,1,0,0
589.0,35.0,1.0,161657.47,2.0,1.0,0.0,114869.55,0.0,1,0,1,0,0
641.0,32.0,3.0,0.0,1.0,1.0,1.0,152992.04,0.0,0,1,1,0,0
714.0,52.0,5.0,0.0,2.0,0.0,1.0,168035.62,0.0,1,0,1,0,0
675.0,35.0,2.0,0.0,1.0,1.0,0.0,77469.38,0.0,1,0,1,0,0
708.0,35.0,5.0,0.0,1.0,1.0,1.0,103379.31,0.0,1,0,0,0,1
686.0,45.0,9.0,102994.04,1.0,1.0,1.0,115115.38,0.0,1,0,1,0,0
660.0,59.0,4.0,0.0,2.0,1.0,1.0,142223.94,0.0,1,0,1,0,0
667.0,23.0,2.0,0.0,2.0,1.0,1.0,79734.23,0.0,0,1,0,0,1
516.0,27.0,4.0,0.0,2.0,1.0,0.0,174825.57,0.0,1,0,1,0,0
593.0,40.0,8.0,183579.24,1.0,1.0,0.0,166586.99,1.0,1,0,1,0,0
710.0,36.0,2.0,0.0,2.0,1.0,0.0,91558.24,0.0,0,1,1,0,0
678.0,35.0,3.0,0.0,1.0,1.0,1.0,161848.03,0.0,0,1,1,0,0
471.0,31.0,7.0,0.0,2.0,1.0,1.0,87822.14,0.0,0,1,1,0,0
562.0,35.0,6.0,0.0,1.0,1.0,0.0,119313.74,0.0,0,1,1,0,0
599.0,38.0,9.0,0.0,1.0,1.0,1.0,114869.35,0.0,1,0,0,0,1
712.0,40.0,2.0,0.0,1.0,1.0,1.0,83087.13,1.0,1,0,0,0,1
705.0,35.0,4.0,0.0,1.0,1.0,0.0,161064.29,0.0,1,0,1,0,0
579.0,42.0,8.0,0.0,1.0,1.0,0.0,155879.57,0.0,0,1,0,0,1
741.0,39.0,9.0,0.0,2.0,1.0,0.0,59928.99,0.0,0,1,1,0,0
644.0,27.0,9.0,0.0,2.0,1.0,0.0,130189.53,0.0,1,0,1,0,0
656.0,34.0,7.0,0.0,1.0,1.0,0.0,174094.24,0.0,0,1,0,0,1
529.0,66.0,5.0,0.0,2.0,1.0,1.0,161657.57,0.0,0,1,0,0,1
716.0,33.0,2.0,0.0,2.0,0.0,0.0,127587.22,0.0,0,1,0,0,1
669.0,29.0,0.0,0.0,2.0,1.0,0.0,148087.62,0.0,0,1,1,0,0
681.0,33.0,2.0,0.0,2.0,1.0,0.0,117034.32,0.0,0,1,1,0,0
619.0,38.0,7.0,0.0,2.0,1.0,1.0,110265.24,0.0,0,1,0,0,1
594.0,26.0,7.0,0.0,2.0,0.0,1.0,158750.58,0.0,1,0,1,0,0
593.0,42.0,1.0,95240.51,1.0,0.0,1.0,176712.59,0.0,0,1,1,0,0
683.0,40.0,1.0,0.0,2.0,1.0,0.0,86460.28,0.0,0,1,1,0,0
583.0,48.0,9.0,0.0,2.0,1.0,1.0,86937.2,0.0,0,1,1,0,0
658.0,23.0,7.0,0.0,2.0,1.0,1.0,124954.56,0.0,0,1,1,0,0
653.0,28.0,6.0,133737.04,1.0,1.0,1.0,162719.69,0.0,1,0,1,0,0
573.0,32.0,9.0,93577.3,2.0,1.0,0.0,147911.03,0.0,0,1,0,1,0
598.0,46.0,9.0,0.0,2.0,1.0,0.0,55835.66,0.0,1,0,0,0,1
678.0,42.0,8.0,76911.7,2.0,1.0,0.0,46811.77,0.0,0,1,0,1,0
711.0,32.0,8.0,0.0,2.0,0.0,1.0,146585.35,0.0,0,1,1,0,0
619.0,29.0,5.0,160982.89,1.0,0.0,0.0,126233.18,0.0,0,1,1,0,0
598.0,37.0,9.0,0.0,2.0,1.0,0.0,139162.15,0.0,1,0,1,0,0
738.0,42.0,3.0,155196.17,1.0,0.0,1.0,185510.34,1.0,0,1,1,0,0
585.0,40.0,6.0,0.0,1.0,1.0,0.0,132870.15,1.0,1,0,1,0,0
687.0,44.0,1.0,0.0,1.0,0.0,1.0,72318.77,1.0,1,0,1,0,0
602.0,31.0,5.0,89900.24,1.0,1.0,1.0,53477.76,0.0,1,0,1,0,0
671.0,33.0,4.0,130922.81,4.0,0.0,0.0,111241.37,1.0,1,0,0,1,0
586.0,39.0,1.0,138171.1,1.0,1.0,1.0,107825.08,1.0,1,0,0,1,0
684.0,35.0,7.0,0.0,3.0,1.0,0.0,113666.48,1.0,1,0,1,0,0
697.0,61.0,3.0,111081.98,1.0,0.0,1.0,133535.52,1.0,0,1,0,1,0
611.0,28.0,8.0,0.0,2.0,0.0,0.0,140931.57,0.0,0,1,0,0,1
584.0,39.0,3.0,0.0,2.0,1.0,1.0,91406.62,0.0,1,0,0,0,1
756.0,43.0,6.0,0.0,2.0,1.0,1.0,183566.85,0.0,1,0,1,0,0
642.0,55.0,4.0,0.0,1.0,1.0,0.0,177092.16,1.0,1,0,1,0,0
773.0,46.0,7.0,0.0,2.0,0.0,0.0,88890.05,0.0,0,1,1,0,0
850.0,38.0,8.0,0.0,1.0,1.0,0.0,121883.87,0.0,0,1,1,0,0
705.0,28.0,1.0,129855.32,1.0,0.0,1.0,165562.84,0.0,0,1,0,1,0
735.0,34.0,6.0,138053.79,1.0,1.0,1.0,60988.21,0.0,0,1,1,0,0
752.0,35.0,6.0,127675.39,2.0,1.0,1.0,125870.5,0.0,0,1,0,1,0
666.0,26.0,1.0,142721.52,2.0,0.0,1.0,76544.9,0.0,1,0,0,1,0
850.0,38.0,10.0,106344.82,1.0,1.0,1.0,59061.25,0.0,0,1,0,1,0
616.0,47.0,5.0,0.0,3.0,0.0,0.0,127560.77,1.0,1,0,1,0,0
588.0,38.0,5.0,0.0,2.0,0.0,1.0,67830.2,0.0,1,0,1,0,0
743.0,35.0,3.0,0.0,2.0,1.0,0.0,179964.55,0.0,1,0,0,0,1
754.0,41.0,6.0,0.0,2.0,1.0,0.0,141210.5,0.0,1,0,1,0,0
615.0,44.0,9.0,136425.18,3.0,1.0,1.0,189558.44,1.0,1,0,1,0,0
648.0,51.0,3.0,121206.96,3.0,1.0,0.0,148087.62,1.0,0,1,1,0,0
792.0,29.0,3.0,130420.2,1.0,1.0,1.0,81436.68,0.0,0,1,1,0,0
554.0,33.0,1.0,0.0,2.0,1.0,1.0,121440.8,0.0,0,1,1,0,0
657.0,41.0,3.0,132862.59,1.0,1.0,0.0,180800.42,0.0,0,1,1,0,0
587.0,39.0,9.0,0.0,2.0,1.0,1.0,106977.8,0.0,0,1,0,0,1
622.0,38.0,6.0,147069.78,1.0,1.0,1.0,135975.72,1.0,1,0,1,0,0
567.0,36.0,6.0,0.0,2.0,1.0,1.0,138849.06,0.0,0,1,1,0,0
648.0,30.0,4.0,79858.13,1.0,1.0,1.0,118971.74,0.0,0,1,1,0,0
592.0,40.0,9.0,0.0,1.0,1.0,1.0,187976.88,0.0,1,0,1,0,0
638.0,37.0,8.0,91057.37,2.0,1.0,1.0,121840.2,0.0,0,1,0,1,0
687.0,57.0,3.0,0.0,1.0,1.0,1.0,151368.37,1.0,0,1,1,0,0
627.0,35.0,5.0,0.0,2.0,1.0,1.0,96833.0,0.0,1,0,1,0,0
585.0,34.0,2.0,0.0,2.0,0.0,1.0,72577.33,0.0,0,1,1,0,0
817.0,36.0,1.0,0.0,2.0,1.0,1.0,122488.59,0.0,1,0,1,0,0
740.0,32.0,10.0,139972.18,1.0,1.0,0.0,1843.24,0.0,0,1,0,0,1
497.0,28.0,6.0,0.0,2.0,1.0,1.0,123587.85,0.0,0,1,1,0,0
651.0,31.0,4.0,0.0,2.0,1.0,0.0,84760.32,0.0,0,1,1,0,0
633.0,46.0,2.0,0.0,2.0,1.0,1.0,79919.13,0.0,0,1,0,0,1
706.0,38.0,10.0,0.0,1.0,1.0,0.0,171045.35,1.0,1,0,1,0,0
677.0,38.0,2.0,0.0,2.0,1.0,0.0,9241.78,0.0,1,0,1,0,0
707.0,34.0,2.0,0.0,2.0,0.0,1.0,181224.56,0.0,0,1,1,0,0
743.0,42.0,9.0,0.0,2.0,1.0,0.0,47972.65,0.0,0,1,1,0,0
573.0,58.0,10.0,0.0,2.0,0.0,1.0,110252.53,0.0,0,1,0,0,1
832.0,59.0,1.0,0.0,1.0,1.0,0.0,57898.58,1.0,1,0,1,0,0
627.0,33.0,9.0,125512.98,1.0,1.0,1.0,73857.94,1.0,1,0,0,0,1
585.0,36.0,7.0,0.0,2.0,1.0,0.0,132801.57,0.0,1,0,1,0,0
543.0,30.0,5.0,0.0,2.0,1.0,1.0,94544.88,0.0,0,1,1,0,0
705.0,53.0,3.0,0.0,2.0,1.0,1.0,129912.74,0.0,0,1,1,0,0
681.0,27.0,2.0,0.0,2.0,1.0,1.0,106977.8,0.0,0,1,0,0,1
738.0,25.0,7.0,82293.82,1.0,1.0,0.0,71830.1,0.0,1,0,1,0,0
731.0,35.0,2.0,0.0,2.0,1.0,0.0,173464.43,0.0,0,1,1,0,0
662.0,25.0,8.0,0.0,2.0,1.0,1.0,182960.46,0.0,1,0,1,0,0
704.0,42.0,10.0,0.0,2.0,1.0,0.0,162053.92,0.0,0,1,0,0,1
678.0,38.0,3.0,120867.18,1.0,1.0,1.0,42012.55,0.0,0,1,0,0,1
634.0,30.0,4.0,0.0,2.0,1.0,1.0,97939.3,0.0,1,0,1,0,0
603.0,36.0,9.0,131629.17,2.0,0.0,1.0,125877.22,1.0,1,0,0,1,0
